Account,date,daily_pnl,avg_trade_size,total_volume,num_trades,total_fees,win_rate,long_short_ratio,long_pct,total_long,total_short,classification,value,leverage_proxy
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2023-03-28,0.0,159.0,477.0,3,0.0,0.0,3.0,100.0,3,0,Greed,59.0,145.61328530435313
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2023-11-14,0.0,23066.935,46133.87,2,11.072125999999999,0.0,2.0,100.0,2,0,Greed,69.0,22684.140135218197
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-11-14,155.50335699999994,11034.799511025887,11509295.89,1043,2783.498528,59.42028985507246,2.765342960288809,73.44199424736337,766,277,Greed,69.0,2.4564954374765673
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-03-09,2606.8947559999997,7639.724411573472,23499792.29,3076,4561.206114,46.96441032798325,1.0375246872942725,50.92084006462036,1576,1519,Extreme Greed,84.0,0.26104092322905736
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-03-09,0.0,1136.3127272727272,99995.52,88,253.10601,0.0,88.0,100.0,88,0,Extreme Greed,84.0,0.0028697514701104
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-03-09,-5564.01614,3048.5944444444444,82312.05,27,3.90258,40.909090909090914,26.0,96.29629629629629,26,1,Extreme Greed,84.0,7.902179790663252
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-09,-7919.471032000002,6219.798493150685,4540452.9,730,1589.158168,85.17110266159695,1.6258992805755397,61.917808219178085,452,278,Extreme Greed,84.0,1266.851532277078
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-09,187842.08419,3677.8091055573827,11184217.49,3041,405.408361,95.86840091813313,1.261127596439169,55.77427821522309,1700,1348,Extreme Greed,84.0,0.03067495634493698
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-03,-25991.506339,10190.317929717341,13339126.17,1309,4668.693244,87.32394366197182,2.5315068493150683,71.68347556245152,924,365,Neutral,50.0,308.3882727630118
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-07-03,215.754798,767.24775,61379.82,80,37.383029,38.095238095238095,1.3461538461538463,57.377049180327866,35,26,Neutral,50.0,0.005959499691910741
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-03,145563.448374,1759.9534939759035,438228.42,249,31.790452000000002,100.0,232.0,100.0,232,0,Neutral,50.0,0.03156680011404114
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-07-03,62586.1816,2875.2178940961658,4723983.0,1643,2953.83210411,91.75531914893617,1.6547811993517019,62.33211233211233,1021,617,Neutral,50.0,0.030841680259998765
0x271b280974205ca63b716753467d5a371de622ab,2024-07-03,-1.0,6070.2,30351.0,5,10.197932,0.0,0.0,0.0,0,5,Neutral,50.0,184.58310527276043
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-07-03,-9125.157325,772.3728871391077,2942740.7,3810,903.689727,74.25149700598801,0.09959584295612009,9.057495405618273,345,3464,Neutral,50.0,0.02116791608884217
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-07-03,-14505.50575,7877.326666666667,307215.74,39,138.24399527,0.0,8.25,89.1891891891892,33,4,Neutral,50.0,0.08244271423606263
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-07-03,0.16271999999999998,34.916666666666664,209.5,6,0.047003,33.33333333333333,0.5,33.33333333333333,2,4,Neutral,50.0,2.0067049808429114
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2024-10-27,101539.274031,525.47136,131367.84,250,36.926673,100.0,0.0,0.0,0,250,Greed,74.0,0.06543476567859476
0x513b8629fe877bb581bf244e326a047b249c4ff1,2024-10-27,0.0,3261.5788789237668,727332.09,223,12.38025211,0.0,223.0,100.0,223,0,Greed,74.0,0.1819085407977104
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-27,111230.498007,19645.16682912507,33455719.11,1703,10666.444512,87.89308176100629,2.105839416058394,67.80258519388954,1154,548,Greed,74.0,8734.239434062021
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-10-27,51737.579418,2305.200429594272,965878.98,419,92.724032,100.0,0.0,0.0,0,419,Greed,74.0,0.11605971209040614
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-10-27,37526.331877,2056.391348425197,2089293.61,1016,292.90635568,93.39305711086226,0.6933333333333334,40.94488188976378,416,600,Greed,74.0,0.04526261153864915
0x083384f897ee0f19899168e3b1bec365f52a9012,2024-10-27,-327505.900056,14810.891818181817,6842632.02,462,1112.89565,8.633093525179856,0.0,0.0,0,462,Greed,74.0,41.45876265298084
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-10-27,11.717676000000012,933.2848148148149,50397.380000000005,54,4.40687281,28.57142857142857,54.0,100.0,54,0,Greed,74.0,0.15247020409699752
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-10-27,39978.37791,1376.8141407982262,2483772.71,1804,810.39821607,88.90577507598785,0.008953553441522105,0.8874098724348309,16,1787,Greed,74.0,0.05746022837374072
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2024-10-27,8695.357326,2936.1985911602205,2125807.78,724,157.16795172,100.0,4.355555555555555,81.32780082987551,588,135,Greed,74.0,0.11342291791813278
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2024-10-27,49180.714882,1636.15022559962,6889828.6,4211,481.711535,97.29580573951435,4210.0,100.0,4210,0,Greed,74.0,1.4440388846159724
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-10-27,67900.247545,1684.2025795053005,476629.33,283,29.20086424,98.72611464968153,0.8431372549019608,45.744680851063826,129,153,Greed,74.0,0.012659687749133565
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2024-10-27,20925.513222,3387.3391578947367,643594.44,190,201.36228461,100.0,2.2586206896551726,69.31216931216932,131,58,Greed,74.0,1.2431845464494213
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2024-10-27,55.01524,1862.9299999999998,16766.37,9,3.659253,100.0,9.0,100.0,9,0,Greed,74.0,1783.2769623484364
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27,1421755.845871,2166.171861198738,2746705.92,1268,812.141368,80.42505592841164,0.07112616426756986,6.640316205533598,84,1181,Greed,74.0,0.0254693537710107
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2024-10-27,11671.68,2725.7805992509366,727783.42,267,81.227387,77.35849056603774,0.08097165991902834,7.490636704119851,20,247,Greed,74.0,0.017845905243905523
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2024-10-27,684215.002602,2693.2837964180917,26617723.76,9883,2512.00733119,82.60167376303039,0.4394115933585785,30.527167864008902,3017,6866,Greed,74.0,0.0996038725581428
0x8170715b3b381dffb7062c0298972d4727a0a63b,2024-10-27,0.0,2333.2533333333336,34998.8,15,0.12958992,0.0,15.0,100.0,15,0,Greed,74.0,5.71060416890681
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-10-27,61076.167808,8444.161189024391,2769684.87,328,729.438968,93.75,35.333333333333336,97.24770642201835,318,9,Greed,74.0,0.08626495849699693
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2024-10-27,327545.999992,16311.138465346536,3294849.97,202,329.484916,100.0,0.0,0.0,0,202,Greed,74.0,71.39110089318906
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-10-27,16102.56859,6480.62816,810078.52,125,130.407593,100.0,0.11607142857142858,10.4,13,112,Greed,74.0,2.7081338052845907
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-10-27,69282.42904,494.23683912691996,1834112.91,3711,623.1971965500001,85.43226684819605,0.3235818765608277,24.447439353099732,907,2803,Greed,74.0,0.09132668775314434
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-10-27,34983.381862,4554.800138888889,655891.22,144,139.65668575,98.7012987012987,0.8701298701298701,46.52777777777778,67,77,Greed,74.0,22.139036426169465
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-10-27,7612.618288,2786.4265445026176,532207.47,191,111.57987806,100.0,191.0,100.0,191,0,Greed,74.0,0.3579118407903317
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-10-27,52215.729448,2941.8256880733943,2244613.0,763,737.224469,79.03930131004367,763.0,100.0,763,0,Greed,74.0,0.012836354596498453
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-27,160450.518105,6742.71976744186,289936.95,43,101.476704,100.0,1.5333333333333334,60.526315789473685,23,15,Greed,74.0,0.36162857192804876
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-10-27,20607.446093000002,2492.74990625,797679.97,320,202.16715108,100.0,1.1140939597315436,52.6984126984127,166,149,Greed,74.0,1.31892757849196
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-10-27,121880.386016,483.5901143386898,3129795.22,6472,1079.2967933,82.9578278451762,0.8911266783420899,47.12146936255595,3053,3426,Greed,74.0,0.028997558436925364
0x271b280974205ca63b716753467d5a371de622ab,2024-10-27,1793.1602149999999,31941.660000000003,159708.30000000002,5,34.662051,100.0,0.0,0.0,0,5,Greed,74.0,455.29516103696994
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-10-27,36993.371011,2583.170064102564,402974.52999999997,156,13.18020052,96.05263157894737,0.810126582278481,44.75524475524475,64,79,Greed,74.0,0.022963325397914392
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-19,553818.000465,1818.587241192412,13421173.84,7380,4707.64902071,95.0592885375494,0.5606092659191877,35.92246170530026,2650,4727,Fear,44.0,0.10849039323851523
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-19,17098.727055,1693.3516841211435,5982611.5,3533,1664.91466962,79.76128697457187,0.7778337531486146,43.75177103995466,1544,1985,Fear,44.0,0.07861090242359028
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-19,196303.792847,2249.731112565445,6875178.28,3056,884.188615,81.91985088536813,0.31540447504302926,23.977755969905136,733,2324,Fear,44.0,0.0076132544840576384
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-02-19,-59349.677108,1648.5575358166188,575346.58,349,56.28775486,36.22047244094488,0.011661807580174927,1.1527377521613833,4,343,Fear,44.0,0.273630780817976
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-19,64510.169958,6453.556398446171,11629308.63,1802,3297.2099173300003,88.96952104499275,1.6398243045387995,62.11869107043816,1120,683,Fear,44.0,0.8403390771006586
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-19,32683.214094,541.9522812702527,2508697.11,4629,594.3893584661,79.92442135096836,0.5201441205371765,34.216763628528334,1588,3053,Fear,44.0,0.2553496009827148
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-19,136208.043913,2330.3033080859777,11383531.66,4885,1739.321652,91.23012160898035,0.997140522875817,49.92841071793823,2441,2448,Fear,44.0,0.024948376222931754
0x271b280974205ca63b716753467d5a371de622ab,2025-02-19,29970.928216,10836.90096830986,12310719.5,1136,3644.197056,91.06145251396647,0.18704284221525602,15.757042253521128,179,957,Fear,44.0,2592.736812315307
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-19,116412.254606,3205.000631323351,7919556.5600000005,2471,2370.023531,82.48905565978737,1234.5,99.9190611088628,2469,2,Fear,44.0,0.005843504362994025
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2025-02-19,100502.420808,3430.149134615385,7134710.2,2080,2058.64770854,97.47899159663865,1.5030084235860408,60.04807692307692,1249,831,Fear,44.0,0.055548096032798464
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2025-02-19,21703.816512999998,8441.060742857142,4431556.89,525,538.0863564464,74.56140350877193,7.75,88.57142857142857,465,60,Fear,44.0,2737.679005215945
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-19,40314.808014,1157.8793541082598,10738173.13,9274,1635.555628,96.23865110246433,17.15655577299413,94.49234748868291,8767,511,Fear,44.0,0.25073100329911996
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-19,10435.095669,533.2378127759788,3622817.7,6794,1137.5274581509,89.6888346552776,1.9616223288268644,66.23472242674127,4498,2293,Fear,44.0,0.028038596738395066
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-02-19,19451.742477,820.6771578947369,77964.33,95,22.493145000000002,91.30434782608695,0.0,0.0,0,92,Fear,44.0,0.008313862179764635
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-19,46257.358187,658.3625776508391,3688147.16,5602,1182.5227054,84.0,0.26653125705258407,21.044191019244476,1181,4431,Fear,44.0,0.026271674004765325
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-02-19,14781.443047,3643.361287001287,5661783.44,1554,771.08185496,94.4743935309973,0.38133333333333336,27.606177606177607,429,1125,Fear,44.0,7.959108792233628
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2025-02-19,8751.751449,3072.9576923076925,559278.3,182,187.917346,100.0,182.0,100.0,182,0,Fear,44.0,0.010110099261385697
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-02-19,-20526.462526,4800.430827285922,16537484.2,3445,1319.00044032,65.08875739644971,0.22589825684809675,18.427161926871737,635,2811,Fear,44.0,0.030106275114020815
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-19,613327.827224,8998.349072517078,34247716.57,3806,6908.11976519,97.51681324366271,16.144144144144143,94.16710457172886,3584,222,Fear,44.0,0.19592330768381414
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-19,1927735.720035,16345.241939809297,54854631.95,3356,6292.416654,85.43628374136848,0.20495333811916727,17.009234435507896,571,2786,Fear,44.0,11.92208169525361
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-19,110527.905862,2807.6623994038746,1883941.47,671,303.392309,100.0,3.9338235294117645,79.73174366616989,535,136,Fear,44.0,0.12451701380169497
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-02-19,223968.37089299998,20468.303636606903,76490050.69,3737,23153.658382999998,97.73030707610147,4.009383378016086,80.03746320578003,2991,746,Fear,44.0,7803.619755748211
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-19,325441.97721599997,8103.972912709181,17917884.11,2211,3999.85393243,79.74806201550388,0.6530763528539659,39.506726457399104,881,1349,Fear,44.0,0.09582513229154052
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-19,183403.024142,4563.756162790698,1177449.09,258,137.559495979,100.0,0.09745762711864407,8.880308880308881,23,236,Fear,44.0,1.4687637521616455
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-02-19,6979.340871,891.0710664335664,509692.65,572,120.6785519324,96.85534591194968,0.9222972972972973,47.97891036906854,273,296,Fear,44.0,0.5247955081779744
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-02-19,403501.648209,28304.44506318158,163514779.13,5777,28156.73061558,89.55613577023499,1.7393364928909953,63.49480968858131,3670,2110,Fear,44.0,8.260339663775705
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-19,126967.976166,1554.8373344339798,41437969.8,26651,9512.31758037,73.12847568800798,1.2532758474934482,55.62016958055076,14825,11829,Fear,44.0,0.49279478288184286
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-02-19,98269.195073,8098.078723175966,7547409.37,932,1129.21995629,85.77405857740585,1.1327231121281465,53.11158798283262,495,437,Fear,44.0,31.233259002434146
0xbaaaf6571ab7d571043ff1e313a9609a10637864,2025-02-19,940157.212682,3210.7751864086836,68036326.2,21190,8596.700755219,99.11955977988994,10594.0,99.99056158565361,21188,2,Fear,44.0,0.03256638729849245
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-02-19,45883.628955,4338.219787234042,611688.99,141,64.694297857,100.0,0.7341772151898734,42.33576642335766,58,79,Fear,44.0,0.32787792910814206
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-19,341945.434741,2123.4002662406815,1993872.85,939,188.51338816,77.5,0.2404227212681638,19.382321618743344,182,757,Fear,44.0,0.09633001819420516
0xb899e522b5715391ae1d4f137653e7906c5e2115,2025-02-19,22488.500821,22504.555828854896,108877041.1,4838,28643.173715,80.34835289663006,1.6744057490326147,62.60851591566763,3029,1809,Fear,44.0,683.9256209704247
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-06-15,102460.17164,1989.5179256965946,642614.29,323,176.991117,100.0,0.0,0.0,0,323,Fear,44.0,0.07083201534355318
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-06-15,10179.147366,1533.4683950977533,5255196.19,3427,862.75606783,73.27211213146447,0.9560502283105022,48.8765684271958,1675,1752,Fear,44.0,1.1176610607457322
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-06-15,-116594.595363,12832.663680981595,2091724.18,163,692.017165,1.0869565217391304,0.018404907975460124,1.8072289156626504,3,163,Fear,44.0,2.7919244787203037
0x271b280974205ca63b716753467d5a371de622ab,2025-06-15,-102199.279749,8025.783559894856,21372661.62,2663,5591.925811,61.74812030075187,0.0,0.0,0,2661,Fear,44.0,0.5474297141093338
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2025-06-15,38168.35486,2484.57057591623,474552.98,191,159.449634,100.0,191.0,100.0,191,0,Fear,44.0,0.010653857022079818
0xbaaaf6571ab7d571043ff1e313a9609a10637864,2025-06-15,6.593538,7.0200000000000005,14.040000000000001,2,0.004911,100.0,2.0,100.0,2,0,Fear,44.0,4.791808873720138
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-06-15,1378.073027,368.8205586592179,66018.88,179,13.2599661658,83.11688311688312,0.4126984126984127,29.213483146067414,52,126,Fear,44.0,0.08395381109116637
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-06-15,991.770272,5808.497454545454,319467.36,55,83.26542844000001,88.88888888888889,2.9285714285714284,74.54545454545455,41,14,Fear,44.0,43.92288422464962
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-06-15,16807.35236,1056.7010613207547,2240206.25,2120,170.6882701042,100.0,2.18796992481203,68.63207547169812,1455,665,Fear,44.0,0.6540233090288373
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-06-15,3343.0556109999998,11511.476621621621,2555547.81,222,388.43366100000003,62.82051282051282,0.11557788944723618,10.36036036036036,23,199,Fear,44.0,0.03897469371463375
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-06-15,0.0,1365.6282795698924,254006.86,186,57.241456,0.0,0.0,0.0,0,186,Fear,44.0,0.010718979783241918
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-06-15,7687.978187,17592.19438095238,1847180.41,105,646.513096,94.54545454545455,0.9444444444444444,48.57142857142857,51,54,Fear,44.0,9557.492065132992
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-06-15,436920.907007,41153.69550032072,256634445.14,6236,48255.532024,89.53945019635844,6.505415162454874,86.67628667628668,5406,831,Fear,44.0,10.551996201439849
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-06-15,212.60187,568.6079738562091,86997.02,153,29.230852,100.0,0.0,0.0,0,153,Fear,44.0,0.5646965591079794
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-06-15,3540.3708500000002,1386.494692982456,632241.58,456,92.732394,23.225806451612904,1.5054945054945055,60.08771929824561,274,182,Fear,44.0,0.11034883962439179
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-06-15,149.33286900000002,97.98177777777778,4409.18,45,1.543115,81.25,0.0,0.0,0,44,Fear,44.0,0.09347044902903165
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-06-15,9328.49,1269.3402777777778,91392.5,72,8.773628,75.0,0.3333333333333333,25.0,18,54,Fear,44.0,0.031112109388861085
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,2025-06-15,119.0,36540.202000000005,182701.01,5,9.135048000000001,100.0,0.0,0.0,0,5,Fear,44.0,23500.91006031481
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-06-15,-3499.0325470000002,1218.5765151515152,241278.15,198,25.249073,95.93908629441624,0.0,0.0,0,197,Fear,44.0,0.04291091748431023
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-06-15,-363924.917628,2113.4516666666664,3233581.05,1530,695.067247,69.5583596214511,0.0,0.0,0,1530,Fear,44.0,0.0031124920181091298
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-06-15,30.02094,542.1279999999999,2710.64,5,0.948722,100.0,5.0,100.0,5,0,Fear,44.0,0.5179302965453989
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-06-15,-33193.569796,843.5024510840825,3190126.27,3782,895.932447,17.514901421366346,0.002916998143728454,0.29085140137493387,11,3771,Fear,44.0,0.00038661055113313247
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2025-06-15,17381.164,6983.216774193548,1731837.76,248,606.143139,100.0,248.0,100.0,248,0,Fear,44.0,0.011200151039467967
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-06-15,17518.784011,1134.6507724867724,1072244.98,945,157.57577,89.24485125858124,0.361671469740634,26.560846560846564,251,694,Fear,44.0,0.008586056058125588
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-06-15,24897.574309,1658.11421369863,6052116.88,3650,1328.57479739,77.30455075845974,0.13513513513513514,11.904761904761903,435,3219,Fear,44.0,0.2719642559930847
